Season,data_type,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,FIP,xFIP,WAR
2019,team_pitch,Red Sox,54,45,20,451,99,899.1,10.03,3.37,1.32,0.312,0.7,0.422,0.142,4.67,4.2,4.33,11.2
2019,team_pitch,Diamondbacks,50,49,22,412,99,895,8.68,3.15,1.24,0.293,0.728,0.431,0.141,4.26,4.25,4.38,10.1
2019,team_pitch,Brewers,52,48,27,434,100,904,9.17,3.48,1.33,0.304,0.715,0.42,0.151,4.6,4.39,4.39,9.4
2019,team_pitch,Mets,45,53,23,392,98,879.1,9.23,3.32,1.36,0.308,0.711,0.424,0.143,4.71,4.39,4.51,9.4
2019,team_pitch,Rangers,50,48,21,394,98,875,8.57,3.54,1.51,0.314,0.712,0.411,0.154,5.08,4.84,4.8,9.2
2019,team_pitch,Cubs,54,44,24,421,98,874.2,8.6,3.33,1.27,0.292,0.745,0.467,0.158,4.05,4.39,4.32,9.1
2019,team_pitch,Rockies,46,52,18,442,98,883,8.09,3.39,1.5,0.317,0.674,0.467,0.174,5.53,4.83,4.55,7.4
2019,team_pitch,Padres,46,52,36,419,98,871,8.91,2.65,1.43,0.296,0.698,0.439,0.155,4.63,4.33,4.28,7.1
2019,team_pitch,Cardinals,50,47,29,416,97,859.2,8.72,3.38,1.36,0.285,0.748,0.457,0.17,4.11,4.51,4.3,7
2019,team_pitch,Tigers,29,65,22,436,95,838.1,8.12,3.25,1.56,0.31,0.678,0.435,0.158,5.25,4.88,4.79,6.8
2019,team_pitch,Marlins,36,60,20,400,96,856.1,8.71,3.72,1.24,0.289,0.733,0.398,0.126,4.32,4.48,4.83,6.6
2019,team_pitch,Pirates,46,51,23,408,97,862,8.98,3.73,1.41,0.311,0.706,0.415,0.146,4.96,4.66,4.74,6.4
2019,team_pitch,White Sox,44,51,23,413,95,822.1,8.11,3.81,1.49,0.308,0.704,0.414,0.149,5.1,4.96,5,6.1
2019,team_pitch,Braves,59,41,29,455,100,896.2,8.56,3.72,1.25,0.3,0.726,0.45,0.146,4.31,4.54,4.61,5.9
2019,team_pitch,Royals,37,63,22,399,100,877.2,7.92,3.67,1.3,0.311,0.711,0.443,0.144,5,4.76,4.86,5.4
2019,team_pitch,Giants,49,50,26,429,99,894,8.66,3.07,1.38,0.296,0.719,0.422,0.153,4.44,4.47,4.46,5.2
2019,team_pitch,Blue Jays,38,62,18,433,100,882,8.3,3.79,1.45,0.306,0.717,0.443,0.156,4.89,4.86,4.8,5.1
2019,team_pitch,Angels,51,49,23,439,100,883.1,9.01,3.62,1.62,0.287,0.726,0.39,0.162,4.92,4.92,4.78,5
2019,team_pitch,Phillies,51,48,25,426,99,880,8.44,3.41,1.73,0.3,0.754,0.427,0.185,4.75,5.13,4.68,2.9
2019,team_pitch,Mariners,40,61,20,425,101,894.2,7.76,3.34,1.72,0.296,0.663,0.424,0.168,5.32,5.21,4.96,2.4
2019,team_pitch,Orioles,30,67,18,396,97,856,7.77,3.6,1.99,0.291,0.675,0.405,0.178,5.78,5.73,5.3,1.7
