Name,playerid
Max Ramirez,5039
Tony Abreu,5053
Anthony Gose,5097
Jordany Valdespin,5098
Jefry Marte,5107
Jeff Larish,5128
Alexei Ramirez,5133
Chin-lung Hu,5198
Taylor Teagarden,5199
Vinny Rottino,5202
Mike Pelfrey,5203
Alex Gordon,5209
Alfredo Marte,5212
Wilkin Ramirez,5219
Wade LeBlanc,5221
Justin Upton,5222
Cameron Maybin,5223
Roger Kieschnick,5225
Jon Jay,5227
Justin Turner,5235
Brett Lawrie,5247
Alexi Casilla,5248
Robbie Grossman,5254
Sandy Leon,5273
Francisco Cervelli,5275
Tuffy Gosewisch,5277
Pedro Ciriaco,5278
Aaron Hicks,5297
Alex Presley,5305
Kristopher Negron,5306
Tyler Colvin,5310
Mauro Gomez,5342
Brandon Crawford,5343
Yangervis Solarte,5352
Freddie Freeman,5361
Juan Perez,5371
Juan Lagares,5384
Andrew Lambo,5386
Juan Graterol,5398
Jake Smolinski,5408
Pablo Sandoval,5409
Alex Liddi,5411
Jose Altuve,5417
Steve Lombardozzi,5422
Elian Herrera,5432
Daniel Nava,5450
Drew Macias,5451
Ji-Man Choi,5452
Bryan LaHair,5462
Brandon Laird,5476
Jimmy Paredes,5481
Jose Pirela,5485
Abraham Almonte,5486
Austin Romine,5491
Marwin Gonzalez,5497
George Kottaras,5506
Jesus Montero,5514
Ruben Tejada,5519
James McDonald,5523
Madison Bumgarner,5524
Jair Jurrjens,5556
Jarrod Saltalamacchia,5557
Carlos Corporan,5587
Mitch Maier,5588
Reggie Willits,5590
Matt Kemp,5631
Ryan Roberts,5653
Yamaico Navarro,5665
Devin Mesoraco,5666
Steven Souza Jr.,5667
Henderson Alvarez,5669
A.J. Ellis,5677
Junior Guerra,5702
Tim Lincecum,5705
Edwin Maysonet,5735
Hernan Perez,5751
Avisail Garcia,5760
Kenji Johjima,5811
Wilmer Flores,5827
Brett Pill,5834
Chad Billingsley,5842
Russ Mitchell,5848
Jeff Karstens,5879
John Jaso,5887
Cole Gillespie,5888
Sean Marshall,5905
Leury Garcia,5913
Daric Barton,5928
Nick Markakis,5930
Jean Segura,5933
Jesus Sucre,5942
Ian Stewart,5950
Xavier Paul,5963
Randall Delgado,5985
Mike Aviles,5986
Kevin Kouzmanoff,5995
Conor Jackson,5997
Jerry Owens,6002
Jose Constanza,6003
Didi Gregorius,6012
Cristhian Adames,6013
Josh Anderson,6032
David Murphy,6035
Matt Pagnozzi,6046
Michael Aubrey,6049
Moises Sierra,6050
Brendan Ryan,6073
Casey McGehee,6086
Aaron Hill,6104
Tony Gwynn,6141
Brian Anderson,6144
Eduardo Escobar,6153
Irving Falu,6165
Tony Sanchez,6178
J.D. Martinez,6184
Ian Kinsler,6195
Nate Schierholtz,6201
Shaun Marcum,6204
Kyle Kendrick,6230
Brian Buscher,6234
Tom Gorzelanny,6244
Trevor Cahill,6249
Tommy Field,6262
Andre Ethier,6265
Daniel Robertson,6266
Jake Fox,6267
Carlos Quentin,6274
Scott Feldman,6283
Matt Murton,6307
Alcides Escobar,6310
Ryan Garko,6319
Omar Quintanilla,6335
Luis Jimenez,6341
Ryan Sweeney,6352
Shane Costa,6358
Danny Valencia,6364
Adam Jones,6368
Michael Bourn,6387
Kirk Nieuwenhuis,6400
Brent Morel,6402
Roger Bernadina,6421
Tim Stauffer,6432
Vance Worley,6435
Lastings Milledge,6441
Andy LaRoche,6444
Jim Adduci,6448
Andy Dirks,6453
Jordy Mercer,6547
Bobby Wilson,6564
Tom Koehler,6570
Nate Freiman,6582
Sean Rodriguez,6589
Brandon Wood,6592
Kory Casto,6597
Freddy Galvis,6609
Greg Halman,6617
Chase d'Arnaud,6652
L.J. Hoes,6656
JB Shuck,6677
Josh Whitesell,6713
Zoilo Almonte,6732
Johnny Giavotella,6740
Tyler Pastornicky,6777
Josh Satin,6788
Julio Teheran,6797
Josmil Pinto,6806
Justin Maxwell,6827
Nick Buss,6835
Eduardo Nunez,6848
Derek Norris,6867
Mark Trumbo,6876
Chris Coghlan,6878
Nick Noonan,6880
Ian Desmond,6885
Martin Maldonado,6887
Johnny Cueto,6893
Chase Anderson,6895
Dave Sappelt,6898
Clint Robinson,6908
Eric Campbell,6938
Ryan Kalish,6962
Juan Francisco,6978
Ian Kennedy,6986
Brandon Jones,6987
Will Middlebrooks,7002
Yadier Molina,7007
Guillermo Rodriguez,7011
Eddy Garabito,7022
James Shields,7059
John Lannan,7080
Caleb Joseph,7087
Chris Dickerson,7095
Rene Tosoni,7099
Daniel Hudson,7146
Eric Young Jr.,7158
Juan Centeno,7168
Logan Forsythe,7185
Jeremy Hermida,7208
David Lough,7215
Matt Davidson,7226
Chris Coste,7243
Tyler Moore,7244
Collin Cowgill,7250
Joe Inglett,7254
Craig Stammen,7274
Carlos Gonzalez,7287
Jake Elmore,7290
Salvador Perez,7304
Josh Collmenter,7312
Darin Mastroianni,7316
Chris Gimenez,7324
Seth Smith,7331
J.R. Towles,7348
Michael Martinez,7358
Travis Metcalf,7364
Matt Tolbert,7365
David Adams,7389
Dillon Gee,7396
Billy Butler,7399
Xavier Scruggs,7409
J.A. Happ,7410
Paul Janish,7412
Mike Nickeas,7419
Shane Peterson,7423
Drew Sutton,7430
Ben Zobrist,7435
Brandon Allen,7436
Gio Gonzalez,7448
Trevor Plouffe,7462
Craig Tatum,7468
Alex Avila,7476
Mike Carp,7480
Blake DeWitt,7485
Josh Fields,7490
Jonathan Sanchez,7507
Jhonatan Solano,7515
Kevin Frandsen,7528
Ed Lucas,7532
Neil Walker,7539
Lonnie Chisenhall,7571
Marc Krauss,7577
Jordan Lyles,7593
Nick Evans,7595
Lou Marson,7610
Mark Reynolds,7619
Justin Ruggiano,7620
Chris Carter,7707
Juan Nicasio,7731
Wily Peralta,7738
Travis d'Arnaud,7739
Ty Kelly,7740
David Cooper,7752
Mike Fiers,7754
Fernando Perez,7755
Akinori Iwamura,7781
Juan Miranda,7783
Joey Butler,7799
Miguel Rojas,7802
Charlie Blackmon,7859
Jonathan Lucroy,7870
Tyson Ross,7872
Ryan Flaherty,7888
Eric Sogard,7927
Logan Schafer,7937
Jaff Decker,7945
Tim Beckham,7949
Guillermo Quiroz,7989
Jose Martinez,7996
Hanley Ramirez,8001
Wilin Rosario,8002
Eric Stults,8011
Brandon Boggs,8021
Jeff Fiorentino,8024
Adam Lind,8027
Rob Johnson,8029
Jason Vargas,8044
Brian Bixler,8055
Brett Carroll,8066
Matt Carpenter,8090
Jaime Garcia,8137
Eric Fryer,8145
Everth Cabrera,8155
Yovani Gallardo,8173
Chris Nelson,8175
Josh Harrison,8202
Dee Gordon,8203
Jason Bartlett,8219
Brad Davis,8250
Hunter Pence,8252
Sam Fuld,8254
Kurt Suzuki,8259
Curtis Thigpen,8260
Russ Canzler,8265
Chris Iannetta,8267
Ross Ohlendorf,8268
Matt Tuiasosopo,8272
John Bowker,8276
Justin Christian,8297
Francisco Pena,8298
Denard Span,8347
Jason Jaramillo,8358
Landon Powell,8361
Homer Bailey,8362
Dustin Pedroia,8370
Reid Brignac,8380
Pedro Florimon,8385
Daniel Descalso,8392
Ehire Adrianza,8418
Ike Davis,8433
Brett Wallace,8434
Xavier Avery,8471
Gerardo Parra,8553
Tadahito Iguchi,8581
Yuniesky Betancourt,8585
Roberto Petagine,8607
Tim Federowicz,8609
Kendrys Morales,8610
Donovan Solano,8623
Paulo Orlando,8628
Cord Phelps,8631
Paul Maholm,8678
Elvis Andrus,8709
Jason Castro,8722
Tanner Roark,8753
Carlos Peguero,8760
Wade Miley,8779
Andrew Cashner,8782
Ramiro Pena,8841
Brandon Beachy,8851
Ryan Lavarnway,8879
Oscar Robles,8975
Conor Gillaspie,9009
Gordon Beckham,9015
Ezequiel Carrera,9048
Justin Smoak,9054
Alexi Amarista,9063
Eric Patterson,9072
Lorenzo Cain,9077
Khris Davis,9112
Tommy Hanson,9129
Nathan Eovaldi,9132
Tyler Flowers,9134
Taylor Green,9147
Buster Posey,9166
Jordan Danks,9187
Logan Morrison,9205
Fernando Martinez,9210
Paul Goldschmidt,9218
Danny Espinosa,9219
Starling Marte,9241
Keon Broxton,9253
A.J. Pollock,9256
Chris Davis,9272
Chris Herrmann,9284
Josh Phegley,9308
Ryan Wheeler,9312
Patrick Corbin,9323
Drew Stubbs,9328
Jason Donald,9331
Brock Holt,9345
Adam Moore,9362
Evan Longoria,9368
Matt McBride,9373
Matt Adams,9393
Jeremy Hazelbaker,9399
Quintin Berry,9414
Kris Medlen,9417
Doug Fister,9425
Jake Goebbert,9431
Dustin Garneau,9433
Dan Straily,9460
Bud Norris,9492
Steve Clevenger,9542
David Freese,9549
Craig Gentry,9571
Yan Gomes,9627
Michael McKenry,9628
Shawn O'Malley,9629
Brett Jackson,9632
Adam Rosales,9682
Josh Thole,9689
Rusty Ryal,9698
Casper Wells,9700
Ben Paulsen,9741
Justin Bour,9744
James Jones,9767
Christian Vazquez,9774
Jason Kipnis,9776
Nolan Arenado,9777
Kyle Seager,9785
Will Rhymes,9802
Ryan Goins,9807
Brian Dozier,9810
Andrew McCutchen,9847
Austin Jackson,9848
Sean Halton,9853
Efren Navarro,9854
Brandon Snyder,9856
DJ LeMahieu,9874
Trayvon Robinson,9875
Jordan Schafer,9883
Travis Wood,9884
Ivan De Jesus,9886
Jay Bruce,9892
Colby Rasmus,9893
Chris Rusin,9895
Chris Volstad,9901
Chris Carter,9911
Brett Gardner,9927
Darin Ruf,9929
Trayce Thompson,9952
Ryan Schimpf,9953
Darrell Ceciliani,9954
Steve Pearce,9957
Jeff Bianchi,9958
Michael Saunders,9981
Mike Minor,10021
Christian Bethancourt,10028
Chris Owings,10030
Wil Myers,10047
Grant Green,10053
Max Stassi,10059
Tomas Telis,10067
Jonathan Villar,10071
Dustin Ackley,10099
Mike Leake,10130
Stephen Strasburg,10131
Donald Lutz,10154
Mike Trout,10155
Nick Franklin,10166
Shelby Miller,10197
Billy Hamilton,10199
Tucker Barnhart,10200
Jose Iglesias,10231
Randal Grichuk,10243
Brandon Belt,10264
Francisco Arcia,10286
Hector Sanchez,10289
Adrian Nieto,10294
Eury Perez,10299
Oswaldo Arcia,10306
Zack Wheeler,10310
Danny Santana,10322
Rafael Ortega,10323
Marcell Ozuna,10324
Ramon Cabrera,10327
Rey Fuentes,10329
Scooter Gennett,10339
John Ryan Murphy,10346
Domingo Santana,10348
Tommy Joseph,10349
Jon Singleton,10441
Adeiny Hechavarria,10459
Enrique Hernandez,10472
Cheslor Cuthbert,10473
Derek Dietrich,10542
Jimmy Nelson,10547
Cesar Hernandez,10556
Chad Bettis,10587
Joey Terdoslavich,10593
David Freitas,10619
Zach Walters,10622
Carlos Perez,10642
Rob Brantly,10655
Giovanny Urshela,10681
Mike Olt,10698
Ryan LaMarre,10700
Arismendy Alcantara,10711
Corey Dickerson,10762
Lane Adams,10767
Tyler Saladino,10807
Mike Foltynewicz,10811
Jurickson Profar,10815
Jedd Gyorko,10816
Todd Cunningham,10822
Andrelton Simmons,10847
Jared Hoying,10882
Adam Duvall,10950
Greg Garcia,10951
Phil Gosselin,10953
Jacob deGrom,10954
Evan Gattis,11003
Kevin Kiermaier,11038
Christian Colon,11145
Cameron Rupp,11146
Tommy Medica,11147
Ramon Flores,11165
Josh Rutledge,11167
Oscar Taveras,11173
Vince Velasquez,11189
Brett Nicholas,11192
Kole Calhoun,11200
Adam Eaton,11205
Jabari Blash,11247
Matt Szczur,11255
Jonathan Schoop,11265
Aaron Altherr,11270
Whit Merrifield,11281
Bryan Holaday,11287
Adrian Sanchez,11338
Jake Marisnick,11339
Jesus Aguilar,11342
Yasmani Grandal,11368
Brett Eibner,11369
Michael Choice,11376
Delino DeShields,11379
Matt den Dekker,11385
Tyler Holt,11391
Ronald Torreyes,11400
Jose Quintana,11423
Gary Sanchez,11442
Mark Canha,11445
Rob Segedin,11446
Tony Wolters,11470
Dixon Machado,11472
Odubel Herrera,11476
Christian Yelich,11477
Robbie Ray,11486
Michael A. Taylor,11489
Manny Machado,11493
Kaleb Cowart,11494
Jose Fernandez,11530
Tsuyoshi Nishioka,11531
Bryce Harper,11579
Jose Urena,11589
Yolmer Sanchez,11602
Willson Contreras,11609
Rosell Herrera,11611
Brandon Drury,11615
Jarrett Parker,11624
Jameson Taillon,11674
Elias Diaz,11680
Carlos Martinez,11682
Matt Harvey,11713
Nicholas Castellanos,11737
Christian Villanueva,11738
J.T. Realmuto,11739
Stefen Romero,11746
Drew Robinson,11761
Noah Syndergaard,11762
Kyle Parker,11763
Jason Rogers,11773
Leonys Martin,11846
Tyler Austin,11850
Steven Moya,11854
Mason Williams,11859
Yadiel Rivera,11863
Ronny Rodriguez,11875
Noel Cuevas,11894
Joc Pederson,11899
Hanser Alberto,11902
Joe Panik,11936
Travis Shaw,11982
Cody Asche,11997
Nick Martini,12005
Kyle Hendricks,12049
Niko Goodrum,12092
Kennys Vargas,12101
Max Kepler,12144
Nick Ahmed,12147
Eddie Rosario,12155
Austin Barnes,12158
Ben Gamel,12160
Xander Bogaerts,12161
Miguel Sano,12164
Jorge Bonifacio,12174
Maikel Franco,12179
Jorge Alfaro,12180
Scott Schebler,12225
Rougned Odor,12282
Kevan Smith,12284
Cory Spangenberg,12294
Jace Peterson,12325
Tommy La Stella,12371
Taylor Motter,12399
Ryan Rua,12409
Kevin Pillar,12434
T.J. Rivera,12495
Jett Bandy,12508
Curt Casali,12510
Kolten Wong,12532
Marcus Semien,12533
C.J. Cron,12546
John Hicks,12547
Eugenio Suarez,12552
Trevor Story,12564
Taylor Featherston,12590
Raffy Lopez,12606
Alex Dickerson,12649
Jerad Eickhoff,12664
Billy Burns,12701
Tyler Collins,12723
Brad Miller,12775
Dalton Pompey,12797
Matt Wisler,12804
George Springer,12856
Brian Goodwin,12858
James McCann,12859
Anthony Rendon,12861
Tyler Anderson,12880
Gregory Polanco,12907
Francisco Lindor,12916
Alen Hanson,12926
Brandon Nimmo,12927
Jose Osuna,12937
Socrates Brito,12944
Willy Garcia,12956
Joe Ross,12972
Austin Hedges,12976
Javier Baez,12979
Charlie Tilson,12983
Jackie Bradley Jr.,12984
Kelby Tomlinson,13005
Munenori Kawasaki,13047
Anthony DeSclafani,13050
Chris Colabello,13051
Teoscar Hernandez,13066
Wei-Yin Chen,13071
Nori Aoki,13075
Yoenis Cespedes,13110
Gerrit Cole,13125
Mikie Mahtook,13130
Andrew Susac,13132
Josh Bell,13145
Jose Briceno,13151
Jorge Polanco,13152
Luis Sardinas,13153
Marco Hernandez,13154
Nicky Delmonico,13157
Blake Swihart,13176
Tyler Goeddel,13180
Zach Davies,13183
Orlando Arcia,13185
Mike Zunino,13265
Richie Shaffer,13271
Joey Rickard,13277
Darnell Sweeney,13284
Peter O'Brien,13288
Spencer Kieboom,13300
Max Muncy,13301
Deven Marrero,13325
Jake Lamb,13329
Omar Narvaez,13338
Luke Maile,13355
Tyler Naquin,13359
Steven Matz,13361
Stephen Piscotty,13367
Erik Gonzalez,13369
Andrew Toles,13414
Dwight Smith Jr.,13473
Tom Murphy,13499
Jose Ramirez,13510
Roman Quinn,13546
Jesse Winker,13590
Jose Peraza,13593
Mallex Smith,13608
Mookie Betts,13611
Ketel Marte,13613
Carson Kelly,13620
Jeimer Candelario,13621
Corey Seager,13624
Preston Tucker,13633
David Dahl,13744
Tomas Nido,13755
Chris Taylor,13757
Travis Jankowski,13768
Adalberto Mondesi,13769
Rob Refsnyder,13770
Adonis Garcia,13777
Alex Wood,13781
Matt Reynolds,13788
Kevin Plawecki,13807
Micah Johnson,13809
Matt Duffy,13836
Joey Wendle,13853
Devon Travis,13862
Bruce Maxwell,13866
Trevor Brown,13895
Patrick Kivlehan,13910
Michael Wacha,14078
Rio Ruiz,14103
Addison Russell,14106
Albert Almora Jr.,14109
Ramon Torres,14113
Joey Gallo,14128
Daniel Vogelbach,14130
Greg Bird,14131
Jose Rondon,14140
Daniel Robertson,14145
Mac Williamson,14158
Byron Buxton,14161
Carlos Correa,14162
Jorge Soler,14221
Yasiel Puig,14225
Mitch Haniger,14274
Wilmer Difo,14320
Nick Williams,14330
Dilson Herrera,14335
Matt Olson,14344
Raimel Tapia,14350
Lewis Brinson,14352
Ronald Guzman,14388
Hyun-Jin Ryu,14444
Adam Conley,14457
Jake Cave,14477
Renato Nunez,14503
Pedro Severino,14523
Anthony Santander,14551
Nomar Mazara,14553
Max Moroff,14556
Carlos Tocci,14558
Franmil Reyes,14566
Franchy Cordero,14567
David Bote,14593
Tzu-Wei Lin,14678
Luis Perdomo,14682
Manuel Margot,14712
Dawel Lugo,14713
Brett Phillips,14735
Phillip Ervin,14738
Luke Voit,14811
JaCoby Jones,14818
Zack Godley,14862
Pat Valaika,14885
Tony Kemp,14894
Daniel Palka,14897
Jon Gray,14916
Jaycob Brugman,14936
Andrew Knapp,14942
Johan Camargo,14950
Victor Caratini,14968
Chad Kuhl,14975
German Marquez,15038
Johnny Field,15048
Adam Engel,15082
Boog Powell,15103
Ryan McMahon,15112
Hunter Dozier,15117
Trey Mancini,15149
Mitch Garver,15161
Tim Anderson,15172
Chad Pinder,15191
Jake Bauers,15194
Carlos Asuaje,15197
Brandon Dixon,15214
Adam Frazier,15223
Austin Wynns,15271
Zack Granite,15343
Jeff McNeil,15362
Kris Bryant,15429
Ryon Healy,15447
Daniel Castro,15450
Hunter Renfroe,15464
Victor Reyes,15487
J.P. Crawford,15491
Amed Rosario,15518
Franklin Barreto,15519
Tyler White,15564
Aaron Judge,15640
Dominic Smith,15653
Billy McKinney,15654
Alex Guerrero,15670
Austin Meadows,15672
Jose Abreu,15676
Chance Sisco,15694
Tyler O'Neill,15711
Allen Cordoba,15722
Tyler Wade,15730
Miguel Andujar,15878
Luis Torrens,15905
Aledmys Diaz,15937
Ryder Jones,15982
Clint Frazier,15983
Willy Adames,15986
Cody Bellinger,15998
Aaron Nola,16149
Austin Slater,16153
Derek Fisher,16192
J.D. Davis,16219
Bradley Zimmer,16221
A.J. Reed,16246
Trea Turner,16252
Kyle Freeland,16256
Sam Travis,16263
Alex Blandino,16271
Yairo Munoz,16313
Michael Conforto,16376
Richard Urena,16411
Jordan Luplow,16424
Christian Arroyo,16434
Ryan O'Hearn,16442
Rhys Hoskins,16472
Kyle Schwarber,16478
Matt Chapman,16505
Isiah Kiner-Falefa,16512
Ozzie Albies,16556
Yandy Diaz,16578
Greg Allen,16623
Colin Moran,16909
Trevor Williams,16977
Gleyber Torres,16997
Rusney Castillo,17016
Magneuris Sierra,17023
Alex Verdugo,17027
Grayson Greiner,17062
Dustin Fowler,17098
Ramon Laureano,17128
Yasmany Tomas,17171
Jung Ho Kang,17182
Yoan Moncada,17232
Rafael Devers,17350
Hector Olivera,17528
Taylor Ward,17548
J.T. Riddle,17642
Alex Bregman,17678
Steven Duggar,17719
Willie Calhoun,17838
Andrew Benintendi,17901
Ian Happ,17919
Cedric Mullins II,17929
Andrew Stevenson,17932
Scott Kingery,17975
David Fletcher,17992
Paul DeJong,18015
Harrison Bader,18030
Austin Dean,18288
Brian Anderson,18289
Dansby Swanson,18314
Ronald Acuna Jr.,18401
Byung-ho Park,18497
Kenta Maeda,18498
Hyun Soo Kim,18718
Guillermo Heredia,18721
Dae-Ho Lee,18722
Brandon Lowe,18882
Yuli Gurriel,19198
Lourdes Gurriel Jr.,19238
Jose Fernandez,19254
Shohei Ohtani,19755
Juan Soto,20123
Hank Aaron,1000001
Tommie Aaron,1000002
Jeff Abbott,1000011
Kurt Abbott,1000013
Shawn Abner,1000024
Glenn Adams,1000052
Mike Adams,1000059
Ricky Adams,1000062
Jim Adduci,1000069
Tommie Agee,1000080
Luis Aguayo,1000085
Rick Aguilera,1000086
Willie Aikens,1000090
Danny Ainge,1000091
Luis Alcaraz,1000111
Mike Aldrete,1000114
Doyle Alexander,1000122
Gary Alexander,1000123
Matt Alexander,1000126
Andy Allanson,1000130
Bernie Allen,1000132
Dick Allen,1000137
Gary Allenson,1000141
Hank Allen,1000143
Jamie Allen,1000147
Jermaine Allensworth,1000148
Neil Allen,1000154
Gene Alley,1000160
Beau Allred,1000171
Bill Almon,1000174
Sandy Alomar,1000176
Felipe Alou,1000177
Jesus Alou,1000178
Matty Alou,1000179
Dell Alston,1000181
Gabe Alvarez,1000194
Luis Alvarado,1000196
Max Alvis,1000201
Brant Alyea,1000203
Rich Amaral,1000205
Ruben Amaro,1000207
Dave Anderson,1000223
Dwain Anderson,1000224
Jim Anderson,1000231
Kent Anderson,1000234
Mike Anderson,1000237
Mike Andrews,1000258
Rob Andrews,1000260
Joaquin Andujar,1000266
Eric Anthony,1000273
Luis Aparicio,1000278
Jose Arcia,1000293
George Arias,1000299
Steve Arlin,1000303
Tony Armas,1000305
Ed Armbrister,1000307
Jack Armstrong,1000313
Chris Arnold,1000318
Alan Ashby,1000336
Tucker Ashford,1000337
Billy Ashley,1000339
Bob Aspromonte,1000341
Brian Asselstine,1000343
Rich Aude,1000361
Rick Auerbach,1000362
Doug Ault,1000368
Ramon Aviles,1000381
Benny Ayala,1000383
Joe Azcue,1000391
Oscar Azocar,1000392
Shooty Babitt,1000398
Wally Backman,1000400
Jose Baez,1000409
Kevin Baez,1000410
Stan Bahnsen,1000414
Bob Bailey,1000420
Mark Bailey,1000428
Roger Bailey,1000429
Bob Bailor,1000433
Harold Baines,1000434
Chuck Baker,1000446
Doug Baker,1000449
Dusty Baker,1000450
Frank Baker,1000454
Frank Baker,1000455
John Balaz,1000472
Steve Balboni,1000473
Billy Baldwin,1000476
Chris Bando,1000504
Sal Bando,1000505
Ernie Banks,1000512
Alan Bannister,1000515
Bret Barberie,1000524
Jesse Barfield,1000537
Glen Barker,1000545
Brian Barnes,1000560
Skeeter Barnes,1000575
Marty Barrett,1000599
Tom Barrett,1000602
Jim Barr,1000606
Tony Barron,1000611
Jeff Barry,1000617
Kimera Bartee,1000622
Bob Barton,1000630
Kevin Bass,1000645
Randy Bass,1000648
John Bateman,1000653
Jason Bates,1000660
Bill Bathe,1000664
Kim Batiste,1000666
Allen Battle,1000673
Justin Baughman,1000682
Don Baylor,1000700
Bob Beall,1000703
Trey Beamon,1000711
Bill Bean,1000713
Billy Beane,1000714
Jim Beauchamp,1000732
Glenn Beckert,1000743
Rich Becker,1000749
Steve Bedrosian,1000766
Mark Belanger,1000786
Tim Belcher,1000789
Buddy Bell,1000799
Derek Bell,1000801
Albert Belle,1000802
George Bell,1000808
Rafael Belliard,1000811
Juan Bell,1000813
Kevin Bell,1000814
Rob Belloir,1000819
Esteban Beltre,1000823
Freddie Benavides,1000825
Johnny Bench,1000826
Bruce Benedict,1000829
Juan Beniquez,1000833
Yamil Benitez,1000834
Butch Benton,1000854
Todd Benzinger,1000859
Bruce Berenyi,1000864
Dave Bergman,1000879
Sean Bergman,1000881
Tony Bernazard,1000889
Juan Bernhardt,1000892
Dale Berra,1000896
Geronimo Berroa,1000900
Damon Berryhill,1000904
Ken Berry,1000908
Sean Berry,1000910
Kurt Bevacqua,1000935
Buddy Biancalana,1000942
Jim Bibby,1000945
Dante Bichette,1000946
Mike Bielecki,1000951
Larry Biittner,1000962
Dann Bilardello,1000963
Dick Billings,1000968
Jack Billingham,1000970
Bud Black,1001007
Tim Blackwell,1001022
Rick Bladt,1001024
Dennis Blair,1001029
Paul Blair,1001031
Willie Blair,1001033
Ossie Blanco,1001044
Larvell Blanks,1001051
Lance Blankenship,1001052
Steve Blass,1001058
Jeff Blauser,1001062
Curt Blefary,1001068
Terry Blocker,1001079
Ron Blomberg,1001081
Mike Blowers,1001088
Vida Blue,1001094
Bert Blyleven,1001098
John Boccabella,1001104
Bruce Bochte,1001106
Bruce Bochy,1001108
Tim Bogar,1001120
Tommy Boggs,1001123
Wade Boggs,1001124
Brian Bohanon,1001126
Bruce Boisclair,1001131
Frank Bolick,1001145
Bobby Bonds,1001157
Bill Bonham,1001165
Bobby Bonilla,1001168
Juan Bonilla,1001169
Barry Bonnell,1001171
Bobby Bonner,1001173
Rod Booker,1001180
Bob Boone,1001183
Pedro Borbon,1001195
Glenn Borgmann,1001201
Rick Bosetti,1001211
Shawn Boskie,1001213
Thad Bosley,1001214
Dick Bosman,1001215
Daryl Boston,1001219
Lyman Bostock,1001220
Ken Boswell,1001223
Kent Bottenfield,1001226
Rafael Bournigal,1001239
Pat Bourque,1001240
Larry Bowa,1001243
Ryan Bowen,1001248
Steve Bowling,1001261
Oil Can Boyd,1001279
Clete Boyer,1001282
Buddy Bradford,1001299
Mark Bradley,1001312
Phil Bradley,1001313
Scott Bradley,1001315
Tom Bradley,1001316
Glenn Braggs,1001333
Ron Brand,1001351
Jeff Branson,1001355
Mickey Brantley,1001360
Steve Braun,1001366
Angel Bravo,1001367
Sid Bream,1001373
Jim Breazeale,1001374
Brent Brede,1001377
Hal Breeden,1001379
Fred Breining,1001381
Bob Brenly,1001386
George Brett,1001400
Ken Brett,1001402
Rod Brewer,1001408
Dan Briggs,1001426
Johnny Briggs,1001429
Greg Briley,1001431
Nelson Briles,1001432
Chuck Brinkman,1001437
Ed Brinkman,1001438
Tilson Brito,1001446
Pete Broberg,1001454
Greg Brock,1001455
Lou Brock,1001458
Rico Brogna,1001464
Jack Brohamer,1001465
Hubie Brooks,1001472
Tom Brookens,1001476
Scott Brosius,1001477
Mark Brouhard,1001484
Bob Brower,1001488
Bobby Brown,1001497
Brant Brown,1001498
Byron Browne,1001500
Chris Brown,1001503
Darrell Brown,1001508
Gates Brown,1001518
Ike Brown,1001521
Jarvis Brown,1001524
Jerry Browne,1001525
Larry Brown,1001536
Mike Brown,1001546
Ollie Brown,1001551
Oscar Brown,1001552
Tom Browning,1001566
J.T. Bruett,1001579
Jacob Brumfield,1001583
Mike Brumley,1001586
Glenn Brummer,1001587
Tom Brunansky,1001589
Derek Bryant,1001604
Ralph Bryant,1001607
Ron Bryant,1001608
Steve Brye,1001610
Bill Buckner,1001625
Steve Buechele,1001630
Damon Buford,1001635
Don Buford,1001636
Jay Buhner,1001638
Scott Bullett,1001644
Bud Bulling,1001645
Jim Bullinger,1001646
Eric Bullock,1001647
Al Bumbry,1001649
Jim Bunning,1001653
Bob Burda,1001660
Glenn Burke,1001680
Rick Burleson,1001696
Ray Burris,1001729
Jeff Burroughs,1001731
Mike Busch,1001748
Randy Bush,1001756
Ray Busse,1001760
Sal Butera,1001765
Brett Butler,1001772
Rich Butler,1001782
Rob Butler,1001783
Marty Bystrom,1001802
Enos Cabell,1001804
Francisco Cabrera,1001807
Edgar Caceres,1001809
Wayne Cage,1001817
Les Cain,1001821
Ivan Calderon,1001825
Mike Caldwell,1001830
Johnny Callison,1001851
Lou Camilli,1001862
Ken Caminiti,1001863
Bert Campaneris,1001868
Dave Campbell,1001876
Rick Camp,1001901
Sil Campusano,1001902
Casey Candaele,1001908
John Candelaria,1001909
Tom Candiotti,1001911
John Cangelosi,1001913
Chris Cannizzaro,1001915
Joe Cannon,1001916
Jose Canseco,1001918
Buzz Capra,1001928
Ramon Caraballo,1001932
Bernie Carbo,1001935
Jose Cardenal,1001937
Leo Cardenas,1001938
Rod Carew,1001942
Steve Carlton,1001964
Don Carman,1001967
Chuck Carr,1001986
Mark Carreon,1001989
Don Carrithers,1001992
Matias Carrillo,1001993
Clay Carroll,1001997
Gary Carter,1002015
Joe Carter,1002018
Rico Carty,1002025
Paul Casanova,1002030
Dave Cash,1002041
Norm Cash,1002043
Ron Cash,1002044
Pedro Castellano,1002056
Braulio Castillo,1002058
Carmen Castillo,1002059
John Castino,1002062
Juan Castillo,1002063
Manny Castillo,1002065
Marty Castillo,1002066
Danny Cater,1002079
Andujar Cedeno,1002099
Cesar Cedeno,1002100
Domingo Cedeno,1002101
Orlando Cepeda,1002103
Rick Cerone,1002105
Ron Cey,1002108
Dave Chalk,1002114
